packaging_material,submission_id,reporting_period,organisation_id,site_id,nation,packaging_class,activity,weight_tonnes,submission_date
Aluminium,REC-1705-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-04-18
Aluminium,REC-1706-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-11-18
Other,REC-1707-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-03-15
Fibre-based composite,REC-1708-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-03-28
Plastic,REC-1709-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-10-31
Plastic,REC-1710-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-12-12
Wood,REC-1711-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-09-22
Steel,REC-1712-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-03-28
Steel,REC-1713-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-01-25
Fibre-based composite,REC-1714-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-03-19
,REC-1715-Q4 2024-SITE-D-UNKNOWN,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-07-31
Wood,REC-1716-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-05-05
Aluminium,REC-1717-Q4 2024-SITE-Z-AL01,,ORG-12345,SITE-Z,,Shipment,Supplied as goods,,2024-12-09
Steel,REC-1718-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-11-29
Fibre-based composite,REC-1719-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-08-28
Plastic,REC-1720-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-08-07
Aluminium,REC-1721-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-11-22
Other,REC-1722-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-01-19
Plastic,REC-1723-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-06-20
Plastic,REC-1724-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-04-13
Steel,REC-1725-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-03-15
Other,REC-1726-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Shipment,Imported,,2024-12-19
Glass,REC-1727-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-09-15
Glass,REC-1728-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-01-25
Wood,REC-1729-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-04-14
Glass,REC-1730-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Shipment,Imported,,2024-06-27
Steel,REC-1731-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-07-19
Steel,REC-1732-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-02-10
Aluminium,REC-1733-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-12-16
Wood,REC-1734-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-11-03
Plastic,REC-1735-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2025-01-04
Steel,REC-1736-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-07-10
Steel,REC-1737-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Shipment,Supplied as goods,,2024-02-27
Paper/card,REC-1738-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-02-22
Glass,REC-1739-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-01-21
Paper/card,REC-1740-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-03-17
Plastic,REC-1741-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-03-01
Plastic,REC-1742-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Secondary,Exported,,2024-11-30
Other,REC-1743-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Primary,Imported,,2024-06-10
Plastic,REC-1744-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-03-28
Other,REC-1745-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Shipment,Supplied as goods,,2024-05-10
Glass,REC-1746-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Secondary,Exported,,2024-12-07
Steel,REC-1747-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-12-29
Steel,REC-1748-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-02-14
Fibre-based composite,REC-1749-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Primary,Exported,,2024-11-11
Paper/card,REC-1750-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-06-26
Wood,REC-1751-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-06-23
Other,REC-1752-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-09-09
Wood,REC-1753-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-07-30
Fibre-based composite,REC-1754-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-01-22
Fibre-based composite,REC-1755-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-03-03
Plastic,REC-1756-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-08-02
Glass,REC-1757-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-08-24
Glass,REC-1758-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Exported,,2024-09-15
Steel,REC-1759-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-01-21
Steel,REC-1760-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-03-17
Glass,REC-1761-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Shipment,Imported,,2024-09-13
Plastic,REC-1762-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-05-13
Paper/card,REC-1763-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-04-23
Glass,REC-1764-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Exported,,2024-09-21
Wood,REC-1765-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-06-27
Plastic,REC-1766-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Shipment,Imported,,2024-04-22
Steel,REC-1767-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-12-04
Plastic,REC-1768-Q2 2024-SITE-E-PL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Imported,,2024-06-26
Wood,REC-1769-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-02-15
Aluminium,REC-1770-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-05-27
Aluminium,REC-1771-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Primary,Imported,,2024-03-30
Wood,REC-1772-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-09-04
Steel,REC-1773-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-01-23
Plastic,REC-1774-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-07-25
Other,REC-1775-Q2 2024-SITE-D-OT01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-11-23
Plastic,REC-1776-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-03-22
Wood,REC-1777-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-05-14
Plastic,REC-1778-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-02-19
Wood,REC-1779-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-02-29
Aluminium,REC-1780-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-12-10
Other,REC-1781-2024-Q1-SITE-D-OT01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-05-06
Aluminium,REC-1782-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-10-02
Steel,REC-1783-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-04-26
Plastic,REC-1784-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-07-21
Other,REC-1785-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-11-28
Steel,REC-1786-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-05-25
Paper/card,REC-1787-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Primary,Imported,,2024-01-29
Wood,REC-1788-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-02-05
Fibre-based composite,REC-1789-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-12-25
Aluminium,REC-1790-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Shipment,Imported,,2024-10-02
Plastic,REC-1791-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-07-31
Paper/card,REC-1792-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-11-15
Steel,REC-1793-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-01-30
Plastic,REC-1794-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-10-31
Glass,REC-1795-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-06-06
Fibre-based composite,REC-1796-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-05-28
Wood,REC-1797-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-03-12
Plastic,REC-1798-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-10-29
Wood,REC-1799-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Primary,Exported,,2024-07-26
Plastic,REC-1800-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-11-05
Plastic,REC-1801-2024Q2-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-05-30
Plastic,REC-1802-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-12-12
Plastic,REC-1803-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Primary,Exported,,2024-02-08
Steel,REC-1804-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-12-17
Paper/card,REC-1805-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-11-07
Fibre-based composite,REC-1806-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-10-18
Fibre-based composite,REC-1807-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-03-15
Wood,REC-1808-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Exported,,2024-11-30
Glass,REC-1809-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Shipment,Imported,,2025-01-03
Fibre-based composite,REC-1810-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Primary,Imported,,2024-01-17
Steel,REC-1811-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-06-29
Paper/card,REC-1812-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Shipment,Imported,,2024-08-10
Plastic,REC-1813-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-03-10
Wood,REC-1814-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-05-01
,REC-1815-2024-Q1-SITE-A-UNKNOWN,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-06-14
Plastic,REC-1816-2024-Q3-SITE-A-PL02,2024-Q3,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-03-15
Fibre-based composite,REC-1817-Q4 2024-SITE-Z-FB01,,ORG-12345,SITE-Z,,Secondary,Exported,,2024-04-30
Steel,REC-1818-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Exported,,2024-09-22
Plastic,REC-1819-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-03-05
Fibre-based composite,REC-1820-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-02-03
Wood,REC-1821-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-12-03
Plastic,REC-1822-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Secondary,Imported,,2024-06-28
Steel,REC-1823-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Shipment,Exported,,2024-01-20
Glass,REC-1824-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Shipment,Exported,,2024-06-03
Fibre-based composite,REC-1825-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-10-05
Wood,REC-1826-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Primary,Imported,,2024-07-02
Fibre-based composite,REC-1827-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-05-21
Plastic,REC-1828-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-04-17
Aluminium,REC-1829-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-03-14
Plastic,REC-1830-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2025-01-06
Fibre-based composite,REC-1831-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Primary,Exported,,2024-09-13
Plastic,REC-1832-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Imported,,2024-05-28
Paper/card,REC-1833-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-04-06
Plastic,REC-1834-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-05-28
Wood,REC-1835-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Primary,Exported,,2024-04-27
Glass,REC-1836-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-10-02
Plastic,REC-1837-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-05-18
Wood,REC-1838-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-03-05
Glass,REC-1839-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-03-29
Plastic,REC-1840-Q2 2024-SITE-E-PL02,2024-Q2,ORG-12345,SITE-E,England,Secondary,Exported,,2024-11-30
Fibre-based composite,REC-1841-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-08-23
Plastic,REC-1842-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-09-01
Aluminium,REC-1843-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-10-07
Steel,REC-1844-2024-Q1-SITE-D-ST01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-02-27
Glass,REC-1845-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-12-12
Paper/card,REC-1846-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2025-01-01
Other,REC-1847-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2025-01-03
Wood,REC-1848-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Exported,,2024-06-10
Other,REC-1849-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-06-19
Aluminium,REC-1850-2024-Q3-SITE-C-AL01,2024-Q3,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-08-19
Aluminium,REC-1851-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-12-31
Paper/card,REC-1852-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-06-12
Aluminium,REC-1853-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-05-19
Fibre-based composite,REC-1854-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Secondary,Exported,,2024-05-24
Plastic,REC-1855-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-05-24
Wood,REC-1856-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Secondary,Exported,,2024-05-30
Plastic,REC-1857-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-06-23
Plastic,REC-1858-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-03-10
Other,REC-1859-Q2 2024-SITE-D-OT01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Shipment,Imported,,2024-12-18
Plastic,REC-1860-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-05-12
Aluminium,REC-1861-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Shipment,Exported,,2024-04-01
Plastic,REC-1862-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-10-18
Plastic,REC-1863-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-05-20
Fibre-based composite,REC-1864-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-03-09
Plastic,REC-1865-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-03-06
Plastic,REC-1866-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-10-18
Steel,REC-1867-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-09-30
Fibre-based composite,REC-1868-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2025-01-06
Fibre-based composite,REC-1869-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-05-21
Steel,REC-1870-Q2 2024-SITE-A-ST01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2025-01-06
Plastic,REC-1871-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Secondary,Exported,,2024-07-28
Plastic,REC-1872-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Secondary,Imported,,2024-07-11
Aluminium,REC-1873-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-05-06
Other,REC-1874-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-05-11
Plastic,REC-1875-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-05-24
Wood,REC-1876-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-08-11
Steel,REC-1877-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Primary,Exported,,2024-12-15
Glass,REC-1878-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-04-24
Plastic,REC-1879-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-10-24
Paper/card,REC-1880-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-04-11
Steel,REC-1881-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Shipment,Supplied as goods,,2024-02-08
Wood,REC-1882-2024-Q3-SITE-E-WD01,2024-Q3,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-05-19
Wood,REC-1883-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-07-26
Glass,REC-1884-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-09-09
Other,REC-1885-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Secondary,Exported,,2024-09-28
Wood,REC-1886-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-08-13
Fibre-based composite,REC-1887-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-05-04
Fibre-based composite,REC-1888-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-06-17
Fibre-based composite,REC-1889-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-08-06
Wood,REC-1890-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-02-10
Aluminium,REC-1891-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-09-09
Fibre-based composite,REC-1892-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-09-16
Plastic,REC-1893-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Secondary,Imported,,2024-10-28
Steel,REC-1894-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-07-04
Wood,REC-1895-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-09-20
Fibre-based composite,REC-1896-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-12-18
Wood,REC-1897-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-11-25
Fibre-based composite,REC-1898-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-04-23
Fibre-based composite,REC-1899-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Shipment,Supplied as goods,,2024-01-15
Plastic,REC-1900-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-04-08
Wood,REC-1901-2024Q2-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-05-26
Other,REC-1902-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Shipment,Exported,,2024-12-29
Other,REC-1903-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-09-18
Steel,REC-1904-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Exported,,2024-03-09
