submission_id,reporting_period,organisation_id,site_id,nation,packaging_material,packaging_class,activity,weight_tonnes,submission_date
REC-1642-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,4800.69,2024-08-23
REC-1643-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Exported,570.69,2024-10-01
REC-1644-2024-Q1-SITE-A-PC01,2024-Q1,ORG-12345,SITE-A,England,Paper/card,Secondary,Exported,4189.67,2024-09-19
REC-1645-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Shipment,Imported,1145.87,2024-09-20
REC-1646-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Shipment,Exported,1910.32,2024-12-09
REC-1647-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Plastic,Shipment,Supplied as goods,0.63149,2024-02-04
REC-1648-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Tertiary,Imported,4.26855,2024-01-28
REC-1649-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Shipment,Supplied as goods,169.51,2024-01-29
REC-1650-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Tertiary,Imported,1825.02,2024-08-30
REC-1651-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Imported,3510.57,2024-10-21
REC-1652-2024-Q1-SITE-D-PC01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Paper/card,Tertiary,Imported,3.77893,2024-07-13
REC-1653-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Tertiary,Supplied as goods,1616.84,2024-08-09
REC-1654-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Shipment,Imported,3215.4,2024-09-19
REC-1655-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Secondary,Imported,4.484109999999999,2024-03-12
REC-1656-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Aluminium,Shipment,Imported,4548.71,2024-11-26
REC-1657-Q2 2024-SITE-C-PL02,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Primary,Supplied as goods,498.18,2024-07-07
REC-1658-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Secondary,Imported,708.51,2024-11-01
REC-1659-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,2.2405500000000003,2024-06-03
REC-1660-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,4.17458,2024-12-11
REC-1661-Q4 2024-SITE-E-AL01,,ORG-12345,SITE-E,England,Aluminium,Primary,Supplied as goods,1.51913,2024-08-14
REC-1662-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Shipment,Exported,1.0015800000000001,2024-11-04
REC-1663-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Imported,3548.39,2024-07-19
REC-1664-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Aluminium,Secondary,Exported,1.81752,2024-11-06
REC-1665-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Primary,Exported,3556.35,2024-07-11
REC-1666-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Tertiary,Supplied as goods,2.35317,2024-11-12
REC-1667-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Supplied as goods,159.47,2024-09-15
REC-1668-2024-Q3-SITE-E-GL01,2024-Q3,ORG-12345,SITE-E,England,Glass,Primary,Exported,1804.34,2024-01-29
REC-1669-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Exported,3.83361,2024-09-02
REC-1670-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Shipment,Exported,3389.6,2024-10-17
REC-1671-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Paper/card,Tertiary,Supplied as goods,4.8559,2024-11-24
REC-1672-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Shipment,Imported,3.6653800000000003,2024-01-30
REC-1673-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Wood,Tertiary,Supplied as goods,1.6923599999999999,2024-07-28
REC-1674-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Primary,Imported,955.8,2024-08-22
REC-1675-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Secondary,Supplied as goods,963.6,2024-12-11
REC-1676-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,3771.49,2024-02-14
REC-1677-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Paper/card,Primary,Supplied as goods,0.05856,2024-06-19
REC-1678-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,2.83866,2024-11-27
REC-1679-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Primary,Exported,1130.95,2024-07-24
REC-1680-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Glass,Secondary,Exported,4.23757,2024-01-30
REC-1681-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Shipment,Supplied as goods,4045.66,2024-12-29
REC-1682-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Shipment,Exported,0.87856,2024-04-03
REC-1683-2024-Q1-SITE-D-PC01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Exported,2762.5,2024-10-24
REC-1684-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,1.8601800000000002,2024-02-05
REC-1685-2024-Q1-SITE-E-PC01,2024-Q1,ORG-12345,SITE-E,England,Paper/card,Primary,Imported,4.0639899999999995,2024-12-15
REC-1686-Q2 2024-SITE-E-PC01,2024-Q2,ORG-12345,SITE-E,England,Paper/card,Shipment,Exported,2896.68,2024-06-27
REC-1687-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Supplied as goods,1500.15,2024-02-26
REC-1688-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Primary,Imported,566.38,2024-09-25
REC-1689-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,3.50956,2024-11-10
REC-1690-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Primary,Exported,1.60259,2024-06-18
REC-1691-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Primary,Imported,4.82273,2024-07-22
REC-1692-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,2.31331,2024-04-28
REC-1693-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Primary,Exported,3.22008,2025-01-01
REC-1694-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,4526.76,2024-07-23
REC-1695-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Supplied as goods,0.75126,2024-12-28
REC-1696-2024-Q1-SITE-D-ST01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Exported,3696.34,2024-08-13
REC-1697-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Supplied as goods,4092.79,2025-01-03
REC-1698-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,3.8472800000000005,2024-03-13
REC-1699-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,379.18,2025-01-04
REC-1700-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Secondary,Exported,1467.87,2024-04-27
REC-1701-2024Q2-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Shipment,Imported,1.0439,2024-03-12
REC-1702-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,0.96317,2024-07-22
REC-1703-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Primary,Supplied as goods,2.23802,2024-06-25
REC-1704-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Shipment,Supplied as goods,4745.52,2024-09-07
REC-1705-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Supplied as goods,1.98699,2024-04-18
REC-1706-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Secondary,Exported,3.61985,2024-11-18
REC-1707-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Secondary,Exported,847.44,2024-03-15
REC-1708-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Shipment,Exported,0.13644,2024-03-28
REC-1709-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Tertiary,Supplied as goods,0.07920999999999999,2024-10-31
REC-1710-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Tertiary,Supplied as goods,3.8227700000000002,2024-12-12
REC-1711-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Shipment,Exported,1960.97,2024-09-22
REC-1712-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Exported,2.3021700000000003,2024-03-28
REC-1713-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Tertiary,Exported,,2024-01-25
REC-1714-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Imported,762.72,2024-03-19
REC-1715-Q4 2024-SITE-D-UNKNOWN,,ORG-12345,SITE-D,Northern Ireland,,Primary,Imported,2134.65,2024-07-31
REC-1716-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Wood,Secondary,Imported,1663.75,2024-05-05
REC-1717-Q4 2024-SITE-Z-AL01,,ORG-12345,SITE-Z,,Aluminium,Shipment,Supplied as goods,4742.62,2024-12-09
REC-1718-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Steel,Primary,Imported,0.7495900000000001,2024-11-29
REC-1719-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Primary,Supplied as goods,1.12503,2024-08-28
REC-1720-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,1.96055,2024-08-07
REC-1721-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,1.6166300000000002,2024-11-22
REC-1722-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Tertiary,Exported,4.38579,2024-01-19
REC-1723-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,1600.8,2024-06-20
REC-1724-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Exported,4550.77,2024-04-13
REC-1725-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Secondary,Supplied as goods,4.02156,2024-03-15
REC-1726-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Shipment,Imported,833.49,2024-12-19
REC-1727-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Supplied as goods,3.79058,2024-09-15
REC-1728-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Supplied as goods,2951.57,2024-01-25
REC-1729-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Tertiary,Exported,1751.95,2024-04-14
REC-1730-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Shipment,Imported,3.403,2024-06-27
REC-1731-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Tertiary,Supplied as goods,1805.82,2024-07-19
REC-1732-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Exported,1.4372200000000002,2024-02-10
REC-1733-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Imported,1352.41,2024-12-16
REC-1734-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Supplied as goods,1.69795,2024-11-03
REC-1735-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Imported,1038.23,2025-01-04
REC-1736-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Tertiary,Imported,1711.39,2024-07-10
REC-1737-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Shipment,Supplied as goods,2469.71,2024-02-27
REC-1738-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Exported,4.4843,2024-02-22
REC-1739-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Secondary,Supplied as goods,0.8123300000000001,2024-01-21
REC-1740-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Paper/card,Tertiary,Exported,398.39,2024-03-17
REC-1741-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Supplied as goods,1.03763,2024-03-01
REC-1742-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Plastic,Secondary,Exported,1.2037200000000001,2024-11-30
REC-1743-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Primary,Imported,4096.88,2024-06-10
REC-1744-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,2.56254,2024-03-28
REC-1745-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Shipment,Supplied as goods,3.5148400000000004,2024-05-10
REC-1746-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Secondary,Exported,4188.4,2024-12-07
REC-1747-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Primary,Imported,1292.2,2024-12-29
REC-1748-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Supplied as goods,0.37002999999999997,2024-02-14
REC-1749-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,3833.95,2024-11-11
REC-1750-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Paper/card,Tertiary,Exported,3.04726,2024-06-26
REC-1751-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Exported,4064.28,2024-06-23
REC-1752-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Tertiary,Supplied as goods,1.1791500000000001,2024-09-09
REC-1753-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Imported,2344.94,2024-07-30
REC-1754-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Supplied as goods,3951.91,2024-01-22
REC-1755-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Exported,4.53154,2024-03-03
REC-1756-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Imported,792.0,2024-08-02
REC-1757-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Exported,1.42446,2024-08-24
REC-1758-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Secondary,Exported,0.34581,2024-09-15
REC-1759-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Primary,Supplied as goods,2617.88,2024-01-21
REC-1760-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Steel,Tertiary,Supplied as goods,1725.97,2024-03-17
REC-1761-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Shipment,Imported,1738.43,2024-09-13
REC-1762-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,1.88154,2024-05-13
REC-1763-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Paper/card,Tertiary,Imported,3944.69,2024-04-23
REC-1764-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Glass,Secondary,Exported,2.88276,2024-09-21
REC-1765-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Imported,2.57925,2024-06-27
REC-1766-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Plastic,Shipment,Imported,2340.31,2024-04-22
REC-1767-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Tertiary,Supplied as goods,1.8507200000000001,2024-12-04
REC-1768-Q2 2024-SITE-E-PL01,2024-Q2,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,4132.94,2024-06-26
REC-1769-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Secondary,Exported,4.42191,2024-02-15
REC-1770-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Shipment,Exported,1448.16,2024-05-27
REC-1771-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Primary,Imported,175.15,2024-03-30
REC-1772-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Tertiary,Imported,2798.56,2024-09-04
REC-1773-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Primary,Exported,3052.39,2024-01-23
REC-1774-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,2785.25,2024-07-25
REC-1775-Q2 2024-SITE-D-OT01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Exported,2199.59,2024-11-23
REC-1776-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Plastic,Tertiary,Imported,1.65387,2024-03-22
REC-1777-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Primary,Supplied as goods,0.74256,2024-05-14
REC-1778-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Plastic,Tertiary,Imported,4862.98,2024-02-19
REC-1779-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Exported,357.64,2024-02-29
REC-1780-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Secondary,Supplied as goods,620.48,2024-12-10
REC-1781-2024-Q1-SITE-D-OT01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Supplied as goods,3.23237,2024-05-06
REC-1782-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Primary,Supplied as goods,2527.89,2024-10-02
REC-1783-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Steel,Secondary,Supplied as goods,3364.73,2024-04-26
REC-1784-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Primary,Supplied as goods,2.93456,2024-07-21
REC-1785-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Tertiary,Supplied as goods,2.01605,2024-11-28
REC-1786-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Secondary,Exported,1902.79,2024-05-25
REC-1787-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Paper/card,Primary,Imported,4494.74,2024-01-29
REC-1788-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Wood,Shipment,Exported,3375.64,2024-02-05
REC-1789-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Tertiary,Supplied as goods,3.72693,2024-12-25
REC-1790-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Imported,1.83664,2024-10-02
REC-1791-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Secondary,Supplied as goods,1.1213,2024-07-31
REC-1792-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Imported,3.0289699999999997,2024-11-15
REC-1793-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Steel,Tertiary,Exported,4.2939300000000005,2024-01-30
REC-1794-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,4.7366,2024-10-31
REC-1795-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Supplied as goods,1.87185,2024-06-06
REC-1796-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Fibre-based composite,Tertiary,Supplied as goods,1.52248,2024-05-28
REC-1797-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Tertiary,Supplied as goods,0.64561,2024-03-12
REC-1798-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,2303.46,2024-10-29
REC-1799-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Primary,Exported,3.4744200000000003,2024-07-26
REC-1800-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Imported,2190.81,2024-11-05
REC-1801-2024Q2-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,4799.17,2024-05-30
REC-1802-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Imported,4.8177900000000005,2024-12-12
REC-1803-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Primary,Exported,4185.19,2024-02-08
REC-1804-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Supplied as goods,3010.34,2024-12-17
REC-1805-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Paper/card,Tertiary,Exported,2.7268000000000003,2024-11-07
REC-1806-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Imported,4918.39,2024-10-18
REC-1807-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Imported,477.91,2024-03-15
REC-1808-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Secondary,Exported,4.31591,2024-11-30
REC-1809-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Glass,Shipment,Imported,2.72404,2025-01-03
REC-1810-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Imported,4.40958,2024-01-17
REC-1811-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Shipment,Exported,4.71433,2024-06-29
REC-1812-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Shipment,Imported,2639.45,2024-08-10
REC-1813-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,,2024-03-10
REC-1814-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Wood,Primary,Supplied as goods,3489.94,2024-05-01
REC-1815-2024-Q1-SITE-A-UNKNOWN,2024-Q1,ORG-12345,SITE-A,England,,Tertiary,Supplied as goods,4.76018,2024-06-14
REC-1816-2024-Q3-SITE-A-PL02,2024-Q3,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,4.1469,2024-03-15
REC-1817-Q4 2024-SITE-Z-FB01,,ORG-12345,SITE-Z,,Fibre-based composite,Secondary,Exported,2044.85,2024-04-30
REC-1818-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Steel,Secondary,Exported,2968.97,2024-09-22
REC-1819-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Imported,1789.91,2024-03-05
REC-1820-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Exported,3120.15,2024-02-03
REC-1821-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Tertiary,Supplied as goods,2.40062,2024-12-03
REC-1822-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,3.75781,2024-06-28
REC-1823-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Steel,Shipment,Exported,4.28048,2024-01-20
REC-1824-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Shipment,Exported,3915.13,2024-06-03
REC-1825-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,3.28583,2024-10-05
REC-1826-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Primary,Imported,1.50228,2024-07-02
REC-1827-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,0.8162400000000001,2024-05-21
REC-1828-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Exported,4.0436700000000005,2024-04-17
REC-1829-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Secondary,Exported,2938.67,2024-03-14
